ds,yhat,yhat_lower,yhat_upper,Category
2016-06-05,14.601827477345125,9.841025077201579,19.363911385883604,Camping & Hiking
2016-06-06,14.327826261377488,9.514633760174886,19.06623581229772,Camping & Hiking
2016-06-07,14.693542355730854,10.315506946779696,19.488050525327687,Camping & Hiking
2016-06-08,14.137996479120716,9.260930133643317,18.843997780151078,Camping & Hiking
2016-06-09,14.34367854710986,9.805650577366388,19.181715364727317,Camping & Hiking
2016-06-10,14.186896810326672,9.433678403346427,19.16552716552828,Camping & Hiking
2016-06-11,14.354907608097633,9.735678838682034,18.75259277573664,Camping & Hiking
2016-06-12,14.375721811851335,9.401664587512794,18.94498503425922,Camping & Hiking
2016-06-13,14.016927516871203,9.017173327948429,18.454794118943436,Camping & Hiking
2016-06-14,14.302752752669065,9.601507261801638,19.10068487507804,Camping & Hiking
2016-06-15,13.673380008488591,8.977932447252334,18.292485635565676,Camping & Hiking
2016-06-16,13.813422347010563,9.162513385506314,18.274618932998877,Camping & Hiking
2016-06-17,13.600215040760794,9.331633381386066,18.441775860649656,Camping & Hiking
2016-06-18,13.722454217881397,9.272769749086075,18.671590873148094,Camping & Hiking
2016-06-19,13.708982601851439,8.716481897362282,18.260046247515834,Camping & Hiking
2016-06-20,13.328055892199558,8.597244044864395,18.06322647490864,Camping & Hiking
2016-06-21,13.60472736767751,9.043207497970297,18.463135028342045,Camping & Hiking
2016-06-22,12.978868521293554,8.53040056706645,17.51971031486586,Camping & Hiking
2016-06-23,13.1355863965988,8.743891276850194,17.797103345044096,Camping & Hiking
2016-06-24,12.951496273692003,8.480116771329017,17.92056280813159,Camping & Hiking
2016-06-25,13.114910650486193,8.092005040589767,18.105027167401776,Camping & Hiking
2016-06-26,13.153647540585084,8.420976626520975,17.701367751261785,Camping & Hiking
2016-06-27,12.834784506672223,7.899592617528421,17.473111276085834,Camping & Hiking
2016-06-28,13.182408692682586,8.573221435509392,17.885020002152373,Camping & Hiking
2016-06-29,12.63438556583792,7.753884564301713,17.311124765245417,Camping & Hiking
2016-06-30,12.874756870812062,8.12258826856415,17.510061732451945,Camping & Hiking
2016-07-01,12.778030171969077,7.730370226118854,17.54013027682764,Camping & Hiking
2016-07-02,13.030949502258894,8.55310748762378,17.848131356365364,Camping & Hiking
2016-07-03,13.159352321152443,8.279653454123167,17.605536753091652,Camping & Hiking
2016-07-04,12.928431455724482,8.161090866381521,17.596368386198844,Camping & Hiking
2016-07-05,13.36086451828732,8.637426672145283,17.89520149026038,Camping & Hiking
2016-07-06,12.892338129639118,8.268924904190797,17.66103284488802,Camping & Hiking
2016-07-07,13.205927178881687,8.284373318010879,18.135930416019757,Camping & Hiking
2016-07-08,13.174395291712257,8.429975397189601,17.19929857539952,Camping & Hiking
2016-07-09,13.483534849557026,8.404381526797092,18.214617682103395,Camping & Hiking
2016-07-10,13.658054344042538,8.706198787690031,18.62799545311532,Camping & Hiking
2016-07-11,13.462324564493336,8.74621950503281,17.8681244219969,Camping & Hiking
2016-07-12,13.918859032429346,9.38078849640395,18.648362036738696,Camping & Hiking
2016-07-13,13.46256143813048,9.087176501575799,18.35773463488631,Camping & Hiking
2016-07-14,13.777050936002489,9.044161173776953,18.506617352155807,Camping & Hiking
